Episode 0 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 2 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 0 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 9 | Exploring: Selected action 1 randomly.
Episode 9 | Exploring: Selected action 3 randomly.
Episode 10 | Annealing: New epsilon is 0.9967
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploiting: Selected greedy action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploiting: Selected greedy action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 0 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 10 | Exploring: Selected action 2 randomly.
Episode 10 | Exploring: Selected action 1 randomly.
Episode 10 | Exploring: Selected action 3 randomly.
Episode 11 | Goal reached! Total goals: 2
Episode 11 | Annealing: New epsilon is 0.9950
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploiting: Selected greedy action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 1 randomly.
Episode 11 | Exploring: Selected action 2 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 3 randomly.
Episode 11 | Exploring: Selected action 0 randomly.
